,Nombre,Direccion,Coordenadas,latitud,longitud
199,Restaurante Maralba,"Calle Violeta Parra, 5. 02640 almansa (Albacete)","{'type': 'Point', 'coordinates': [-1.0910865, 38.8696503]}",38.8696503,-1.0910865
200,Restaurante Cocinandos,"Plaza de San Marcos, 1. 24001 León (León)","{'type': 'Point', 'coordinates': [-5.5799462, 42.6018545]}",42.6018545,-5.5799462
201,Restaurante Casa Solla,"Avenida Sineiro, 7 36995 San Salvador de Poio, Pontevedra","{'type': 'Point', 'coordinates': [-8.6688678, 42.4332552]}",42.4332552,-8.6688678
202,Restaurante Rivas,"Calle Carretera, 33. 37170 Vega de Tirados (Salamanca)","{'type': 'Point', 'coordinates': [-5.8863639, 41.0235381]}",41.0235381,-5.8863639
203,Restaurante Nerua Guggenheim Bilbao,"Avenida Abandoibarra, 2 48009 Bilbao","{'type': 'Point', 'coordinates': [-2.9345649, 43.2686558]}",43.2686558,-2.9345649
204,Restaurante Lera,"Calle de los Conquistadores zamoranos, 6. 49110 Castroverde de Campos (Zamora)","{'type': 'Point', 'coordinates': [-5.3145641, 41.9683504]}",41.9683504,-5.3145641
205,Restaurante La Botica de Matapozuelos,"Plaza Mayor, 2 47230 Matapozuelos (Valladolid)","{'type': 'Point', 'coordinates': [-4.7917303, 41.4142575]}",41.4142575,-4.7917303
206,Restaurante Caelis,"Vía Laietana, 49. 08003 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1742731, 41.3869749]}",41.3869749,2.1742731
207,Restaurante Víctor Gutiérrez,"Calle Empedrada, 4 37007 Salamanca","{'type': 'Point', 'coordinates': [-5.6703059, 40.9630258]}",40.9630258,-5.6703059
208,Restaurante Cinc Sentits,"Carrer d'Entença, 60, 08015 Barcelona, España","{'type': 'Point', 'coordinates': [2.1530727399, 41.3780056855]}",41.3780056855,2.1530727399
209,Restaurante Coure,"Passatge Marimón, 20. 08021 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [2.1478356238, 41.3943374]}",41.3943374,2.1478356238
210,Restaurante Enoteca - Paco Pérez,"Calle Marina, 19-21. 08005 Barcelona (Barcelona)","{'type': 'Point', 'coordinates': [-64.6832905, 10.1356658]}",10.1356658,-64.6832905
211,Restaurante Koy Shunka,"Calle Copons, 7. 08002 Barcelona","{'type': 'Point', 'coordinates': [2.1753677, 41.385702]}",41.385702,2.1753677
212,Restaurante La Boscana,"Carretera LV-3311, 4, 25142 Bellvís, Lleida","{'type': 'Point', 'coordinates': [0.8133241, 41.667542]}",41.667542,0.8133241
213,Restaurante El Almacén,"Carretera de Salamanca, 6. 05002 Ávila","{'type': 'Point', 'coordinates': [-4.7685063, 40.7087181]}",40.7087181,-4.7685063
214,Restaurante Lluerna,"Avenida Pallaresa, 104. 08921 Santa Coloma de Gramanet","{'type': 'Point', 'coordinates': [2.2064924, 41.4553057]}",41.4553057,2.2064924
215,Restaurante Abantal,"Calle Alcalde José de la Bandera, 7 41003 Sevilla","{'type': 'Point', 'coordinates': [-5.9837138, 37.3879291]}",37.3879291,-5.9837138
216,Restaurante El Portal de Echaurren,"Calle Padre José García, 19 26280 Ezcaray (Rioja, La)","{'type': 'Point', 'coordinates': [-3.0143275, 42.3259394]}",42.3259394,-3.0143275
217,Restaurante Massana,"Calle Bonastruc de Porta, 10. 17001 Girona (Girona)","{'type': 'Point', 'coordinates': [2.8194569, 41.984976]}",41.984976,2.8194569
218,Restaurante ABarra,"Calle del Pinar, 15. 28006 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6878244, 40.4386537]}",40.4386537,-3.6878244
219,Restaurante Maher,"Calle Ribera, 19. 31592 Cintruénigo (Navarra)","{'type': 'Point', 'coordinates': [-1.8051946, 42.0836283]}",42.0836283,-1.8051946
220,Restaurante Cebo,"Carrera de San Jerónimo, 34. 28014 Madrid","{'type': 'Point', 'coordinates': [-3.6985954, 40.4164051]}",40.4164051,-3.6985954
221,Restaurante Angle,"Carrer d'Aragó, 214, 08011 Barcelona, España","{'type': 'Point', 'coordinates': [2.1600634, 41.3883118]}",41.3883118,2.1600634
222,Restaurante 99 Sushi Bar NH Eurobuilding,"Calle Padre Damián, 23. 28036 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.864349, 40.7268324]}",40.7268324,-3.864349
223,Restaurante Chirón,"Calle Alarcón, 27 28341 Valdemoro (Madrid)","{'type': 'Point', 'coordinates': [-3.6762119, 40.1908206]}",40.1908206,-3.6762119
224,Restaurante Estrella del Bajo Carrión,"Calle Mayor, 32. 34131 Villoldo (Palencia)","{'type': 'Point', 'coordinates': [-4.6213235, 42.2482769]}",42.2482769,-4.6213235
225,Restaurante El Invernadero - Rodrigo de la Calle,"Calle Ponzano, 85. 28003 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6990159, 40.4422874]}",40.4422874,-3.6990159
226,Restaurante Corral de la Morería,"Calle Morería, 17. 28005 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7141526, 40.4127674]}",40.4127674,-3.7141526
227,Restaurante El Paraguas,"Calle Jorge Juan, 16. 28002 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0249382, 40.4897942]}",40.4897942,-4.0249382
228,Restaurante Gofio,"Calle Lope de Vega, 9. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.3337624, 40.6333589]}",40.6333589,-3.3337624
229,Restaurante Kappo,"Calle Bretón de los Herreros, 54. 28003 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6937481, 40.4392697]}",40.4392697,-3.6937481
230,Restaurante La Tasquita de Enfrente,"Calle Ballesta, 6. 28004 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7035291, 40.421321]}",40.421321,-3.7035291
231,Restaurante Lúa,"Paseo Eduardo Dato, 5. 28010 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6964975, 40.4326728]}",40.4326728,-3.6964975
232,Restaurante Lakasa,"Plaza del Descubridor Diego de Ordás, 1. 28003 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.7007791, 40.4408805]}",40.4408805,-3.7007791
233,Restaurante Moments,"Passeig de Gràcia, 38-40 08007 Barcelona","{'type': 'Point', 'coordinates': [2.1669139759, 41.39138095]}",41.39138095,2.1669139759
234,Restaurante Horcher,"Calle Alfonso XII, 6. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.5932976, 40.2758576]}",40.2758576,-3.5932976
235,Restaurante Ábaco,"Calle Juan de Labrit, 19. 31001 Pamplona (Navarra)","{'type': 'Point', 'coordinates': [-1.6380469, 42.8173409]}",42.8173409,-1.6380469
236,Restaurante Beat,"Urbanización Marisol Park, 1 03710 Calp (Alicante)","{'type': 'Point', 'coordinates': [0.0602755, 38.6478298]}",38.6478298,0.0602755
237,Restaurante O'Pazo,"Calle Reina Mercedes, 20 28020 Madrid","{'type': 'Point', 'coordinates': [-3.8122696, 40.436316]}",40.436316,-3.8122696
238,Restaurante La Sucursal,Edificio Veles e Vents Valencia,"{'type': 'Point', 'coordinates': [-0.3252861911, 39.46180485]}",39.46180485,-0.3252861911
239,Restaurante Manuel Alonso restaurante,"Paseo Marítimo, 5 46710 Daimús (Valencia)","{'type': 'Point', 'coordinates': [-0.1423324, 38.9773904]}",38.9773904,-0.1423324
240,Restaurante Kabuki Komori,"Carrer del General Gil Dolz, s/n","{'type': 'Point', 'coordinates': [-0.3615829, 39.4723468]}",39.4723468,-0.3615829
241,Restaurante Peix i Brases,"Plaza Benidorm, 16 03700 Dénia (Alicante)","{'type': 'Point', 'coordinates': [0.1069469, 38.8458928]}",38.8458928,0.1069469
242,Restaurante El Poblet,"Carrer de Correus, 8, 46002 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3745483, 39.4697061]}",39.4697061,-0.3745483
243,Restaurante Askua,"Calle Felip María Garín, 4. 46021 Valencia (Valencia)","{'type': 'Point', 'coordinates': [-0.3591523, 39.4687152]}",39.4687152,-0.3591523
244,Restaurante Nou Manolín,"Calle Villegas, 3 03001 Alicante","{'type': 'Point', 'coordinates': [-0.4846296, 38.3454248]}",38.3454248,-0.4846296
245,Restaurante Aizian,"Calle Lehendakari Leizaola, 29 48001 Bilbao (Bizkaia)","{'type': 'Point', 'coordinates': [-2.9418734512, 43.26742485]}",43.26742485,-2.9418734512
246,Restaurante Saiti,"Calle Reina Doña Germana, 4 46005 Valencia","{'type': 'Point', 'coordinates': [-0.3660793, 39.4637523]}",39.4637523,-0.3660793
247,Restaurante Sacha (Botillería y fogón),"Calle Juan Hurtado de Mendoza, 11. 28036 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-4.0467548, 40.6087658]}",40.6087658,-4.0467548
248,Restaurante Kabia,"Legazpi Kalea, 5, 20700 Zumarraga, Gipuzkoa, España","{'type': 'Point', 'coordinates': [-2.3151175, 43.0897612]}",43.0897612,-2.3151175
249,Restaurante Atelier Etxanobe,"Calle juan ajuriaguerra kalea, 8, 48009 bilbo, bizkaia, españa","{'type': 'Point', 'coordinates': [-2.9314828, 43.2654325]}",43.2654325,-2.9314828
250,Restaurante La Salita,"Carrer de Pere III el Gran, 11, 46005 València, Valencia, España","{'type': 'Point', 'coordinates': [-0.3695473, 39.4624613]}",39.4624613,-0.3695473
251,Restaurante Mirador de Ulía,"Paseo de Ulía, 193. 20013 San Sebastián (Guipuzcoa)","{'type': 'Point', 'coordinates': [-1.9530171, 43.3215118]}",43.3215118,-1.9530171
252,Restaurante Andra Mari,"Barrio Elexalde, 22. 48960 Galdakao (Bizkaia)","{'type': 'Point', 'coordinates': [-2.8328025, 43.2357925]}",43.2357925,-2.8328025
253,Restaurante Zortziko,"Alameda Mazarredo, 17. 48001 Bilbao (Vizcaya)","{'type': 'Point', 'coordinates': [-2.9294918, 43.2646754]}",43.2646754,-2.9294918
254,Restaurante Riff,"Calle Conde de Altea, 18 46005 Valencia","{'type': 'Point', 'coordinates': [0.0403458, 38.6445111]}",38.6445111,0.0403458
255,Restaurante Casa Marcelo,"Rúa Hortas, 1. 15705 Santiago de Compostela (A Coruña)","{'type': 'Point', 'coordinates': [-8.5469538, 42.8806695]}",42.8806695,-8.5469538
256,Restaurante Viridiana,"Calle Juan de Mena, 14. 28014 Madrid (Madrid)","{'type': 'Point', 'coordinates': [-3.6895976, 40.4172352]}",40.4172352,-3.6895976
257,Restaurante Bido,"Calle Marcial del Adalid, 2-4 15005 A Coruña","{'type': 'Point', 'coordinates': [-8.4080309, 43.3621849]}",43.3621849,-8.4080309
258,Restaurante Retiro da Costiña,"Avenida Santiago, 12. 15840 Santa Comba (A Coruña)","{'type': 'Point', 'coordinates': [-8.8039443, 43.0332621]}",43.0332621,-8.8039443
259,Restaurante Zarate,"Calle Licenciado Poza, 65. 48013 Bilbao (Bizkaia)","{'type': 'Point', 'coordinates': [-2.9435491, 43.2625689]}",43.2625689,-2.9435491
260,Restaurante Can Domo,"Carretera Jesús - Cala Llonga,  07840","{'type': 'Point', 'coordinates': [1.4941314, 38.9520561]}",38.9520561,1.4941314
261,Restaurante Dins Santi Taura,"Hotel el llorenç pl. llorenç villalonga, 4","{'type': 'Point', 'coordinates': [1.5934051, 41.1896687]}",41.1896687,1.5934051
262,Restaurante Kokotxa,"Calle Campanario, 11. 20003 San Sebastián (Gipuzkoa)","{'type': 'Point', 'coordinates': [-1.9871486, 43.3235374]}",43.3235374,-1.9871486
263,Restaurante Alameda,"Plaza Félix Azpilicueta, 1. 26360 Fuenmayor (Rioja La)","{'type': 'Point', 'coordinates': [-2.5612924, 42.4671161]}",42.4671161,-2.5612924
264,Restaurante Casa Fermín,"Calle San Francisco, 8. 33003 Oviedo (Asturias)","{'type': 'Point', 'coordinates': [-5.8469384, 43.3620421]}",43.3620421,-5.8469384
265,Restaurante Nito,"Playa de Area, 1. 27863 Viveiro (Lugo)","{'type': 'Point', 'coordinates': [-7.5781282398, 43.6915589]}",43.6915589,-7.5781282398
266,Restaurante Kaia-Kaipe,"Calle General Arnao, 4. 20808 Getaria (Gipuzkoa)","{'type': 'Point', 'coordinates': [-2.2034128, 43.3047329]}",43.3047329,-2.2034128
267,Restaurante Maruja Limón,"Rua Montero Ríos, 4. 36201 Vigo (Pontevedra)","{'type': 'Point', 'coordinates': [-8.7238441, 42.2403465]}",42.2403465,-8.7238441
268,Restaurante Real Balneario,"Avenida Juan Sitges, 3. 3","{'type': 'Point', 'coordinates': [-5.9681271, 43.5786086]}",43.5786086,-5.9681271
269,Restaurante La Huertona,"Carretera La Piconera, 2. 33560 Ribadesella (Asturias)","{'type': 'Point', 'coordinates': [-5.0660425, 43.4451942]}",43.4451942,-5.0660425
270,Restaurante El Olivar,"Carretera Caravaca, 50 30440 Moratalla (Murcia)","{'type': 'Point', 'coordinates': [-1.8908024, 38.185059]}",38.185059,-1.8908024
271,Restaurante Magoga,"Plaza Doctor Vicente García Marcos, 5 30201 Cartagena (Murcia)","{'type': 'Point', 'coordinates': [-0.9837671132, 37.60539825]}",37.60539825,-0.9837671132
272,Restaurante Arrieros,"Calle Arrieros, 2. 21207 Linares de la Sierra (Huelva)","{'type': 'Point', 'coordinates': [-6.6218011, 37.8793741]}",37.8793741,-6.6218011
273,Restaurante Venta Moncalvillo,"Carretera de Medrano, 6 26373 Daroca de Rioja (Rioja, La)","{'type': 'Point', 'coordinates': [-2.5805146421, 42.3713094]}",42.3713094,-2.5805146421
274,Restaurante Arte de Cozina,"Calle Calzada, 27 29200 Antequera (Málaga)","{'type': 'Point', 'coordinates': [-4.5579799, 37.0183284]}",37.0183284,-4.5579799
275,Restaurante El Corral del Indianu,AVENIDA EUROPA  Nº 14,"{'type': 'Point', 'coordinates': [9.2641057, 45.5152872]}",45.5152872,9.2641057
276,Restaurante España,"Rua do Teatro, 10","{'type': 'Point', 'coordinates': [-7.555105, 43.0125285]}",43.0125285,-7.555105
277,Restaurante Vertical,"Calle Luis García Berlanga, 19 46023","{'type': 'Point', 'coordinates': [-0.3480064, 39.4570064]}",39.4570064,-0.3480064
278,Restaurante Kiro Sushi,"Calle María Teresa Gil de Gárate, 24 2600 Logroño (Rioja, La)","{'type': 'Point', 'coordinates': [-2.450713, 42.4593522]}",42.4593522,-2.450713
279,Restaurante Cantina La Estación,"Cuesta Rodadera, 1, Úbeda, Jaén.","{'type': 'Point', 'coordinates': [-3.3672187, 38.0116761]}",38.0116761,-3.3672187
280,Restaurante Celia Jiménez,"Calle Escritora María Goyri, s/n 14005 Córdoba","{'type': 'Point', 'coordinates': [-4.8023782, 37.8798222]}",37.8798222,-4.8023782
